N,xnormden,ene,avg_chem_pot,kin_ene,total_pot,poth0,potint,radious,radious2
1000000,0.9999999999999992,1.4999665803921967,1.4999665800446846,0.7488594272778327,0.7511071527669165,0.7511071527669165,0.0,1.2256485244693247,1.502214305533833
