N,xnormden,ene,avg_chem_pot,kin_ene,total_pot,poth0,potint,radious,radious2
1000000,1.000000000000001,30.120102109535193,42.11922607982219,0.0,30.058862952430413,18.059738982143504,11.99912397028691,6.00994824971788,36.11947796428701
100000,1.000000000000001,12.103949905268287,16.846593653923986,0.0,11.980278499859914,7.2376347512042,4.7426437486557145,3.8046378937302823,14.4752695024084
10000,1.0000000000000004,5.04153107486065,6.865859686668521,0.0,4.80117092928561,2.9768423177228724,1.824328611562738,2.440017343267409,5.953684635445745
1000,0.9999999999999999,2.4246609688614993,3.044524434098031,0.0,1.987149802696453,1.3672863373472566,0.6198634653491963,1.6536543395445473,2.734572674694513
100,1.0000000000000013,1.651921535275199,1.7875043274455267,0.0,0.9954301136695478,0.8598473208233008,0.13558279284624702,1.3113712829121285,1.7196946416466017
